[reactor-http-nio-2] 07:58:758 HttpServerOperations: [4cd4fab3, L:/127.0.0.1:8081 - R:/127.0.0.1:54211] New http connection, requesting read
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=96, location=Location(longitude=40.740848, latitude=-73.987916))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=98, location=Location(longitude=40.740876, latitude=-73.987988)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=98, location=Location(longitude=40.740876, latitude=-73.987988))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=97, location=Location(longitude=40.740804, latitude=-73.987944)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=97, location=Location(longitude=40.740804, latitude=-73.987944))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=95, location=Location(longitude=40.740868, latitude=-73.988080)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=95, location=Location(longitude=40.740868, latitude=-73.988080))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=99, location=Location(longitude=40.740832, latitude=-73.988016)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=99, location=Location(longitude=40.740832, latitude=-73.988016))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=100, location=Location(longitude=40.740992, latitude=-73.988028)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=100, location=Location(longitude=40.740992, latitude=-73.988028))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=39, location=Location(longitude=40.740956, latitude=-73.988036)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=39, location=Location(longitude=40.740956, latitude=-73.988036))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=47, location=Location(longitude=40.740844, latitude=-73.987956)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=47, location=Location(longitude=40.740844, latitude=-73.987956))]
[nioEventLoopGroup-3-9] 08:00:80 1: onComplete()
[reactor-http-nio-2] 08:00:80 HttpWebHandlerAdapter: [4cd4fab3-1] Completed 200 OK
[reactor-http-nio-2] 08:00:80 HttpServerOperations: [4cd4fab3-1, L:/127.0.0.1:8081 - R:/127.0.0.1:54211] Last HTTP response frame
[reactor-http-nio-2] 08:00:80 HttpServerOperations: [4cd4fab3-1, L:/127.0.0.1:8081 - R:/127.0.0.1:54211] Decreasing pending responses, now 0
[reactor-http-nio-2] 08:00:80 HttpServerOperations: [4cd4fab3-1, L:/127.0.0.1:8081 - R:/127.0.0.1:54211] Last HTTP packet was sent, terminating the channel
